,mSA,iou_threshold,projection,box_extension
257,0.3068453033321411,0.7,single_point,0.1
258,0.3068453033321411,0.7,single_point,0.125
259,0.3068453033321411,0.7,single_point,0.15
260,0.3068453033321411,0.7,single_point,0.175
261,0.3068453033321411,0.7,single_point,0.2
262,0.3068453033321411,0.7,single_point,0.225
263,0.3068453033321411,0.7,single_point,0.25
264,0.038631495078610203,0.8,"{'use_box': True, 'use_mask': False, 'use_points': False}",0.0
265,0.10322672778091808,0.8,"{'use_box': True, 'use_mask': False, 'use_points': False}",0.025
266,0.08960955858030371,0.8,"{'use_box': True, 'use_mask': False, 'use_points': False}",0.05
267,0.05904891456346313,0.8,"{'use_box': True, 'use_mask': False, 'use_points': False}",0.075
268,0.033759440086101405,0.8,"{'use_box': True, 'use_mask': False, 'use_points': False}",0.1
269,0.019369154176619333,0.8,"{'use_box': True, 'use_mask': False, 'use_points': False}",0.125
270,0.0023809523809523807,0.8,"{'use_box': True, 'use_mask': False, 'use_points': False}",0.15
271,0.0023809523809523807,0.8,"{'use_box': True, 'use_mask': False, 'use_points': False}",0.175
272,0.0023809523809523807,0.8,"{'use_box': True, 'use_mask': False, 'use_points': False}",0.2
273,0.0023809523809523807,0.8,"{'use_box': True, 'use_mask': False, 'use_points': False}",0.225
274,0.0023809523809523807,0.8,"{'use_box': True, 'use_mask': False, 'use_points': False}",0.25
275,0.0023809523809523807,0.8,"{'use_box': False, 'use_mask': True, 'use_points': False}",0.0
276,0.0023809523809523807,0.8,"{'use_box': False, 'use_mask': True, 'use_points': False}",0.025
277,0.0023809523809523807,0.8,"{'use_box': False, 'use_mask': True, 'use_points': False}",0.05
278,0.0023809523809523807,0.8,"{'use_box': False, 'use_mask': True, 'use_points': False}",0.075
279,0.0023809523809523807,0.8,"{'use_box': False, 'use_mask': True, 'use_points': False}",0.1
280,0.0023809523809523807,0.8,"{'use_box': False, 'use_mask': True, 'use_points': False}",0.125
281,0.0023809523809523807,0.8,"{'use_box': False, 'use_mask': True, 'use_points': False}",0.15
282,0.0023809523809523807,0.8,"{'use_box': False, 'use_mask': True, 'use_points': False}",0.175
283,0.0023809523809523807,0.8,"{'use_box': False, 'use_mask': True, 'use_points': False}",0.2
284,0.0023809523809523807,0.8,"{'use_box': False, 'use_mask': True, 'use_points': False}",0.225
285,0.0023809523809523807,0.8,"{'use_box': False, 'use_mask': True, 'use_points': False}",0.25
286,0.055935603335358276,0.8,"{'use_box': False, 'use_mask': False, 'use_points': True}",0.0
287,0.25784583225990426,0.8,"{'use_box': False, 'use_mask': False, 'use_points': True}",0.025
288,0.25651906609357555,0.8,"{'use_box': False, 'use_mask': False, 'use_points': True}",0.05
289,0.21201971618451815,0.8,"{'use_box': False, 'use_mask': False, 'use_points': True}",0.075
290,0.17044550739248332,0.8,"{'use_box': False, 'use_mask': False, 'use_points': True}",0.1
291,0.14955606638428826,0.8,"{'use_box': False, 'use_mask': False, 'use_points': True}",0.125
292,0.1472136140659221,0.8,"{'use_box': False, 'use_mask': False, 'use_points': True}",0.15
293,0.13951037599332933,0.8,"{'use_box': False, 'use_mask': False, 'use_points': True}",0.175
294,0.13763926981851482,0.8,"{'use_box': False, 'use_mask': False, 'use_points': True}",0.2
295,0.1315057085790285,0.8,"{'use_box': False, 'use_mask': False, 'use_points': True}",0.225
296,0.13021091785334343,0.8,"{'use_box': False, 'use_mask': False, 'use_points': True}",0.25
297,0.053881281137816,0.8,"{'use_box': True, 'use_mask': True, 'use_points': False}",0.0
